"rating","reviewContext/null","text","name"
,"Yes","I called for a new light switch and track lighting. He came when he said he would, very important to me. Neat and tidy. Offered helpful suggestions for lighting. Very professional.","Deb Veres"
,"Yes","Leonard did a great job and we felt comfortable with his work","Chadwick Wynn"
,"Yes","Leonard is a very professional  electrician. Lightening ran in my Mother's house and almost blew a lighted medicine cabinet off the wall. Leonard came out after hours and checked everything out to make sure there was not a fire hazard. later installed a new light fixture for a mirror in place of the medicine cabinet. He replaced and updated her old switch box with a new panel and upgrades. He replaced a dryer plug and her water heater. He is very qualified and experienced electrician. I would recommend Leonard to anyone for any electrical job.","Brenda Sullivan"
,,"Really pleasant guy.  Professional as well.  He came to check the problem and took care of it.","Chris Brown"
,"Yes","Lenny was awesome! Very informative, courteous and knowledgeable. On top of all that being wonderful his price was very competitive. I would highly recommend his service to anyone!","Mike Mckenzie"
,"Yes","Master electrician, fast and thorough. Never seen anyone troubleshoot and fix an electrical problem so quickly. He is my go to electrician from now on.","Rick Fox"
,"Yes","Quick response and performed several task. Very professional  and courteous","Keith Williams"
,,"Leonard was courteous and professional. He replaced all the plugs in our kitchen. And I don't know what it did but it also helped the lights in our bedroom too which makes me very happy that I can actually see in there now.
He also explained a few things about the wiring and answered a few of my questions while he worked.
He didn't take all day, he responded quickly and his rates were reasonable. I would highly recommend him to anyone with electrical needs. He is a God-send.","Jenny Vickers"
,,,"Libby Shelton"
,,"Excellent experience!
Are you looking for a great electrician?
Look no further!

Leonard done an excellent job for me and I’m sure he will for you as well!

If I had any constructive criticism to add I would but, I cannot think of anything bad to say.

Only thing bad is I didn’t leave positive feedback sooner hahahaha

Thank you very much Leonard!!!!!!!!!!","Chad Burgess"
,,"Leonard did a great job. He was both knowledgeable and personable. They were on time and the service seemed reasonably priced. Thank you Leonard and James.","Lydia Sole"
,,"Mr. Tatro worked with our schedule, arrived on time, and provided outstamding service.","R. Reeves"
,,"We've used A1 Electric more than once for a variety of things such as electrical work and gutter cleaning, and will continue to use them in the future.  A1 electric is quick to reply and punctual with appointments.  He let us know when he was on his way to our home.  And after completing the work (cleaning out gutters for us), he even sent before and after pics.
Highly recommend","Amanda Reed"
,,"Very  competent  and professional services .Leonard came out  to fix a tripping breaker.found the problem got our hot water tank  working .He will be doing some more work for us in the near future If you are looking for a honest  knolegeable electrician  call Leonard at A-1electrical he will  do the job right  and stand behind his work,a rarity this  day in time ..Thanks again Leonard","Steve Forman"
,,"Leonard is a true professional. He and David have been thorough and professional. He walks you through what and why he’s doing things before he starts. His work has been excellent. He has gone above and beyond what we asked for - in many ways.  You won’t go wrong using A1 Electrical for all of your needs!  We will not hesitate to use them again!","Shelly M"
,,"He did a wonderful job and didn't over charge like so many other company's do. Very professional and we are so pleased with his service","Joe and Angela Eustice"
,,"A-1 is simply superb!  They came out quickly when our stove went out.  They were so helpful by explaining everything they were doing and also took a lot of extra time to answer our questions about other electrical items.  They are very professional and also very kind, which is so much lacking these days.  If you have an electrical problem, don't hesitate to call on A-1.  They are a quality company.","Ron DiIenno (rdiienno1)"
,,"Excellent work!","Amy Braswell"
,,"I HAVE TO SAY IF WE NEED ELECTRICAL WORK DONE AGAIN, IT WILL NOT BE A QUESTION OF WHO I WILL BE CALLING, HE GOES ABOVE AND BEYOND TO FIX YOUR ELECTRICAL PROBLEM AT A GREAT PRICE AT GREAT RATE'S. SO IF YOU WANT A PROFESSIONAL HE IS THE BEST AND I'VE HAD LOT'S OF EXPERIENCE'S WITH SEVERAL CONTRACTOR'S BECAUSE I BUY, RENT, AND SALE HOME'S FREQUENTLY. SO IF YOUR LOOKING FOR SOMEONE WHO IS PROPER, CURTIOUS AND EVERYTHING A BUSINESS MAN IS SUPPOSE TO BE... I GIVE A-1 ELECTRICAL IT'S USUALLY OUT OF 5 STAR'S, WELL I GIVE HIM AND HIS HELP A 10 STAR RATING. SO GIVE HIM A CALL HE IS A CUSTOMER SATISFACTION KIND OF MAN.... EXCELLENT DONE US A EXCELLENT JOB... WITH YOUR SATISFACTION IN MIND. MARCH, 3, 2020 ABOVE AND BEYOND.!!!","G Money"
