about,area_service,booking_appointment_link,borough,business_status,category,cid,city,country,country_code,email_1,email_1.emails_validator.status,email_1.emails_validator.status_details,facebook,full_address,google_id,h3,kgmid,latitude,location_link,location_reviews_link,logo,longitude,name,name_for_emails,order_links,other_hours,owner_id,owner_link,owner_title,phone,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,phone.whitepages_phones.fastbackgroundcheck,phone_1,phone_1.phones_enricher.carrier_name,phone_1.phones_enricher.carrier_type,phone_1.whitepages_phones.address,phone_1.whitepages_phones.lookup_type,phone_1.whitepages_phones.name,phone_1.whitepages_phones.phone_type,phone_1.whitepages_phones.source_url,photo,photos_count,place_id,postal_code,query,rating,reviews,reviews_id,reviews_link,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,state,street,street_view,subtypes,time_zone,type,us_state,verified,working_hours,working_hours_old_format,color1,color2
{},False,,,OPERATIONAL,Electrician,3.86602e+18,Fort Payne,United States of America,US,darrelclark19@gmail.com,RECEIVING,SMTP validated,https://www.facebook.com/people/A-B-Electric/100038893099362/,"107 29th St SW, Fort Payne, AL 35967",0x888a7990d1026c11:0x35a6dc9b42489122,8944eb7823bffff,/g/11gl03614y,34.4150488,"https://www.google.com/maps/place/A+B+Electric/@34.4150488,-85.7479087,14z/data=!4m8!1m2!2m1!1sA+B+Electric!3m4!1s0x888a7990d1026c11:0x35a6dc9b42489122!8m2!3d34.4150488!4d-85.7479087","https://www.google.com/maps/place/A+B+Electric/@34.4150488,-85.7479087,13.99z/data=!4m16!1m7!3m6!1s0x888a7990d1026c11:0x35a6dc9b42489122!2sA+B+Electric!8m2!3d34.4150488!4d-85.7479087!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888a7990d1026c11:0x35a6dc9b42489122!8m2!3d34.4150488!4d-85.7479087!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-gqzuB_Ga7DA/AAAAAAAAAAI/AAAAAAAAAAA/-yvaPrB9Vzg/s44-p-k-no-ns-nd/photo.jpg,-85.7479087,A B Electric,A B Electric,,,111594503271841036346,https://www.google.com/maps/contrib/111594503271841036346,A B Electric,+1 256-465-1292,,mobile,,12564651292,,mobile,"225 Love Rd, Fort Payne, Al 35968-5408",person,Kenneth Wayne Williams,Mobile,https://www.zabasearch.com/phone/2564651292/,https://lh5.googleusercontent.com/p/AF1QipPDUZOh_ExzkNqmw6CDOxhqwMGWP5I9dVHFj6OF=w800-h500-k-no,8,ChIJEWwC0ZB5iogRIpFIQpvcpjU,35967.0,"electrician, 35967, Fort Payne, AL, US",1.0,1.0,3.8660198895342433e+18,"https://search.google.com/local/reviews?placeid=ChIJEWwC0ZB5iogRIpFIQpvcpjU&q=electrician,+35967,+Fort+Payne,+AL,+US&authuser=0&hl=en&gl=US",1.0,0.0,0.0,0.0,0.0,Alabama,107 29th St SW,https://lh5.googleusercontent.com/p/AF1QipPDUZOh_ExzkNqmw6CDOxhqwMGWP5I9dVHFj6OF=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-4PM|Tuesday:8AM-4PM|Wednesday:8AM-4PM|Thursday:8AM-4PM|Friday:8AM-4PM|Saturday:Closed|Sunday:Closed,#ccc47c,#5a6890
{},True,,,OPERATIONAL,Electrician,7.23635e+18,,,,,,,,,0x2fc032229269eb5b:0x646cabfda48271d6,8944cc10497ffff,/g/11ln47j7c1,34.2634191,"https://www.google.com/maps/place/Padgett+Electric/@34.2634191,-85.01793649999999,14z/data=!4m8!1m2!2m1!1sPadgett+Electric!3m4!1s0x2fc032229269eb5b:0x646cabfda48271d6!8m2!3d34.2634191!4d-85.01793649999999","https://www.google.com/maps/place/Padgett+Electric/@34.2634191,-85.01793649999999,13.99z/data=!4m16!1m7!3m6!1s0x2fc032229269eb5b:0x646cabfda48271d6!2sPadgett+Electric!8m2!3d34.2634191!4d-85.01793649999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x2fc032229269eb5b:0x646cabfda48271d6!8m2!3d34.2634191!4d-85.01793649999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-LwCw5hGFGfM/AAAAAAAAAAI/AAAAAAAAAAA/uQSUC3sP0x0/s44-p-k-no-ns-nd/photo.jpg,-85.0179365,Padgett Electric,Padgett Electric,,,115465390707821865785,https://www.google.com/maps/contrib/115465390707821865785,Padgett Electric,+1 706-346-7009,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipP68UnxN_sew_6zkCwhLgZtbx-RXoQ6WeP34SZl=w800-h500-k-no,13,ChIJW-tpkiIywC8R1nGCpP2rbGQ,,"electrician, 35973, Gaylesville, AL, US",5.0,1.0,7.236347807152632e+18,"https://search.google.com/local/reviews?placeid=ChIJW-tpkiIywC8R1nGCpP2rbGQ&q=electrician,+35973,+Gaylesville,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,1.0,,,https://lh5.googleusercontent.com/p/AF1QipP68UnxN_sew_6zkCwhLgZtbx-RXoQ6WeP34SZl=w1600-h1000-k-no,"Electrician, Service establishment",America/New_York,Electrician,,1,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:7AM-5PM|Tuesday:7AM-5PM|Wednesday:7AM-5PM|Thursday:7AM-5PM|Friday:7AM-5PM|Saturday:Closed|Sunday:Closed,#d4f31c,#a0b090
{},True,,,OPERATIONAL,Electrician,7.82513e+18,,,,,,,,,0x888bb6fd9f13ad6b:0x6c987069fb1f9fef,8944ebd8bdbffff,/g/11c12ll24j,33.7588675,"https://www.google.com/maps/place/Taylor+Service+and+Repair+Electrical/@33.7588675,-85.8209275,14z/data=!4m8!1m2!2m1!1sTaylor+Service+and+Repair+Electrical!3m4!1s0x888bb6fd9f13ad6b:0x6c987069fb1f9fef!8m2!3d33.7588675!4d-85.8209275","https://www.google.com/maps/place/Taylor+Service+and+Repair+Electrical/@33.7588675,-85.8209275,13.99z/data=!4m16!1m7!3m6!1s0x888bb6fd9f13ad6b:0x6c987069fb1f9fef!2sTaylor+Service+and+Repair+Electrical!8m2!3d33.7588675!4d-85.8209275!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888bb6fd9f13ad6b:0x6c987069fb1f9fef!8m2!3d33.7588675!4d-85.8209275!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh4.googleusercontent.com/-43O7tN8P_DA/AAAAAAAAAAI/AAAAAAAAAAA/bMn1rfyVErM/s44-p-k-no-ns-nd/photo.jpg,-85.8209275,Taylor Service and Repair Electrical,Taylor Service And Repair Electrical,,,114240458173701965146,https://www.google.com/maps/contrib/114240458173701965146,Taylor Service and Repair Electrical,+1 256-310-5154,,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOCeXvkUx8ylZhv4nj7-dqqD3r_8z0fzFdBFayh=w800-h500-k-no,6,ChIJa60Tn_22i4gR758f-2lwmGw,,"electrician, 36454, Lenox, AL, US",5.0,3.0,7.825127953043268e+18,"https://search.google.com/local/reviews?placeid=ChIJa60Tn_22i4gR758f-2lwmGw&q=electrician,+36454,+Lenox,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,3.0,,,https://lh5.googleusercontent.com/p/AF1QipOCeXvkUx8ylZhv4nj7-dqqD3r_8z0fzFdBFayh=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""7AM-4:30PM"", ""Tuesday"": ""7AM-4:30PM"", ""Wednesday"": ""7AM-4:30PM"", ""Thursday"": ""7AM-4:30PM"", ""Friday"": ""7AM-4:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:7AM-4:30PM|Tuesday:7AM-4:30PM|Wednesday:7AM-4:30PM|Thursday:7AM-4:30PM|Friday:7AM-4:30PM|Saturday:Closed|Sunday:Closed,,
{},True,,,OPERATIONAL,Electrician,1.7095e+19,,,,,,,,,0x40ef42e474a2b887:0xed3d9cf66aae943c,89445002ecbffff,/g/11smr970rr,30.6588654,"https://www.google.com/maps/place/McMath+Electric+LLC/@30.6588654,-88.1779755,14z/data=!4m8!1m2!2m1!1sMcMath+Electric+LLC!3m4!1s0x40ef42e474a2b887:0xed3d9cf66aae943c!8m2!3d30.6588654!4d-88.1779755","https://www.google.com/maps/place/McMath+Electric+LLC/@30.6588654,-88.1779755,13.99z/data=!4m16!1m7!3m6!1s0x40ef42e474a2b887:0xed3d9cf66aae943c!2sMcMath+Electric+LLC!8m2!3d30.6588654!4d-88.1779755!16s%2Fg%2F11ckvg1dmb!3m7!1s0x40ef42e474a2b887:0xed3d9cf66aae943c!8m2!3d30.6588654!4d-88.1779755!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-okoSTq1Kd1Q/AAAAAAAAAAI/AAAAAAAAAAA/K--odZ-OnNE/s44-p-k-no-ns-nd/photo.jpg,-88.1779755,McMath Electric LLC,Mcmath Electric,,,104803518956949607217,https://www.google.com/maps/contrib/104803518956949607217,McMath Electric LLC,+1 561-727-6075,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - FL,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipP5PJTEPYsOtxR-TMpWFUU4VwGbuc3Bgca0_nVW=w800-h500-k-no,11,ChIJh7iidORC70ARPJSuavacPe0,,"electrician, 36509, Bayou La Batre, AL, US",,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipP5PJTEPYsOtxR-TMpWFUU4VwGbuc3Bgca0_nVW=w1600-h1000-k-no,"Electrician, Electrical installation service, Service establishment, Lighting store",America/Chicago,Electrician,,1,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-5PM"", ""Sunday"": ""7AM-5PM""}",Monday:7AM-5PM|Tuesday:7AM-5PM|Wednesday:7AM-5PM|Thursday:7AM-5PM|Friday:7AM-5PM|Saturday:7AM-5PM|Sunday:7AM-5PM,#c3843b,#5e749e
{},False,,,OPERATIONAL,Electrician,2.53143e+18,Lucedale,United States of America,US,,,,,"253 Northside Church Rd, Lucedale, MS 39452",0x889b76f40b84f805:0x232176b644b763e3,89445036437ffff,/g/1tg8khvd,30.9393851,"https://www.google.com/maps/place/Brown%27s+Electric/@30.9393851,-88.57965709999999,14z/data=!4m8!1m2!2m1!1sBrown%27s+Electric!3m4!1s0x889b76f40b84f805:0x232176b644b763e3!8m2!3d30.9393851!4d-88.57965709999999","https://www.google.com/maps/place/Brown%27s+Electric/@30.9393851,-88.57965709999999,13.99z/data=!4m16!1m7!3m6!1s0x889b76f40b84f805:0x232176b644b763e3!2sBrown%27s+Electric!8m2!3d30.9393851!4d-88.57965709999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889b76f40b84f805:0x232176b644b763e3!8m2!3d30.9393851!4d-88.57965709999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-T4fub2Y8WVs/AAAAAAAAAAI/AAAAAAAAAAA/IqYK94HORic/s44-p-k-no-ns-nd/photo.jpg,-88.5796571,Brown's Electric,Browns Electric,,,114626523032144837727,https://www.google.com/maps/contrib/114626523032144837727,Brown's Electric,+1 601-508-6715,"CELLULAR SOUTH, INC.",mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipMMX66WIwHHoDwS2MB7rnghNCmkTpq6cTGKjkF9=w800-h500-k-no,11,ChIJBfiEC_R2m4gR42O3RLZ2ISM,39452.0,"electrician, 36539, Fruitdale, AL, US",4.2,10.0,2.531434990767924e+18,"https://search.google.com/local/reviews?placeid=ChIJBfiEC_R2m4gR42O3RLZ2ISM&q=electrician,+36539,+Fruitdale,+AL,+US&authuser=0&hl=en&gl=US",2.0,0.0,0.0,0.0,8.0,Mississippi,253 Northside Church Rd,https://lh5.googleusercontent.com/p/AF1QipMMX66WIwHHoDwS2MB7rnghNCmkTpq6cTGKjkF9=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Mississippi,1,,,,
{},True,,,OPERATIONAL,Electrician,1.67656e+19,,,,,,,,,0x543e4976b34aaa1:0xe8ab7fc33756126b,8944517210fffff,/g/11t062j9x6,31.6125209,"https://www.google.com/maps/place/Knotty+Pine+Electric%2C+LLC/@31.6125209,-88.913386,14z/data=!4m8!1m2!2m1!1sKnotty+Pine+Electric%2C+LLC!3m4!1s0x543e4976b34aaa1:0xe8ab7fc33756126b!8m2!3d31.6125209!4d-88.913386","https://www.google.com/maps/place/Knotty+Pine+Electric%2C+LLC/@31.6125209,-88.913386,13.99z/data=!4m16!1m7!3m6!1s0x543e4976b34aaa1:0xe8ab7fc33756126b!2sKnotty+Pine+Electric%2C+LLC!8m2!3d31.6125209!4d-88.913386!16s%2Fg%2F11ckvg1dmb!3m7!1s0x543e4976b34aaa1:0xe8ab7fc33756126b!8m2!3d31.6125209!4d-88.913386!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-w7vidCCdivA/AAAAAAAAAAI/AAAAAAAAAAA/WQGn1gL3bsI/s44-p-k-no-ns-nd/photo.jpg,-88.913386,"Knotty Pine Electric, LLC",Knotty Pine Electric,,,104638674303497378367,https://www.google.com/maps/contrib/104638674303497378367,"Knotty Pine Electric, LLC",+1 601-470-9158,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MS,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipN-yjPTclEPTGKIbB9dIFMJxB1DH-x9CBcxSOB5=w800-h500-k-no,39,ChIJoao0a5fkQwURaxJWN8N_q-g,,"electrician, 36539, Fruitdale, AL, US",5.0,3.0,-1.6811095594690104e+18,"https://search.google.com/local/reviews?placeid=ChIJoao0a5fkQwURaxJWN8N_q-g&q=electrician,+36539,+Fruitdale,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,3.0,,,https://lh5.googleusercontent.com/p/AF1QipN-yjPTclEPTGKIbB9dIFMJxB1DH-x9CBcxSOB5=w1600-h1000-k-no,"Electrician, Service establishment",America/Chicago,Electrician,,1,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""12-4PM""}",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Closed|Thursday:Closed|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:12-4PM,,
{},True,,,OPERATIONAL,Electrician,1.90357e+18,,,,,,,,,0x888ccbb47672efd1:0x1a6ad37913da4b32,8944c5b0427ffff,/g/11fvcpcwg5,32.491004,"https://www.google.com/maps/place/G+%26+H+Lighting%2C+Maintenance+%26+Electrical/@32.491004,-84.8741234,14z/data=!4m8!1m2!2m1!1sG+%26+H+Lighting%2C+Maintenance+%26+Electrical!3m4!1s0x888ccbb47672efd1:0x1a6ad37913da4b32!8m2!3d32.491004!4d-84.8741234","https://www.google.com/maps/place/G+%26+H+Lighting%2C+Maintenance+%26+Electrical/@32.491004,-84.8741234,13.99z/data=!4m16!1m7!3m6!1s0x888ccbb47672efd1:0x1a6ad37913da4b32!2sG+%26+H+Lighting%2C+Maintenance+%26+Electrical!8m2!3d32.491004!4d-84.8741234!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888ccbb47672efd1:0x1a6ad37913da4b32!8m2!3d32.491004!4d-84.8741234!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-NyrO7bxK--k/AAAAAAAAAAI/AAAAAAAAAAA/WQupr_xlNSM/s44-p-k-no-ns-nd/photo.jpg,-84.8741234,"G & H Lighting, Maintenance & Electrical",G And H Lighting Maintenance And Electrical,,,100742051457493126001,https://www.google.com/maps/contrib/100742051457493126001,"G & H Lighting, Maintenance & Electrical",+1 706-332-6598,,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipP1zArOng0myRqOtJwjbbD8J1wb2OLNbgRudZNm=w800-h500-k-no,7,ChIJ0e9ydrTLjIgRMkvaE3nTaho,,"electrician, 36868, Phenix City, AL, US",3.5,23.0,1.9035663094950326e+18,"https://search.google.com/local/reviews?placeid=ChIJ0e9ydrTLjIgRMkvaE3nTaho&q=electrician,+36868,+Phenix+City,+AL,+US&authuser=0&hl=en&gl=US",8.0,0.0,1.0,0.0,14.0,,,https://lh5.googleusercontent.com/p/AF1QipP1zArOng0myRqOtJwjbbD8J1wb2OLNbgRudZNm=w1600-h1000-k-no,"Electrician, Service establishment",America/New_York,Electrician,,1,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,#707f8e,#945c64
"{""Service options"": {""Online estimates"": true}, ""Planning"": {""Appointment required"": true}}",True,,,OPERATIONAL,Electrician,1.32144e+19,,,,,,,,,0x888ccd68166e3ed3:0xb762e3ccc044ccb7,8944ee4c05bffff,/g/11c2l94xvk,32.4612129,"https://www.google.com/maps/place/GH+Lighting+Maintenance+and+Electrical/@32.4612129,-85.01547699999999,14z/data=!4m8!1m2!2m1!1sGH+Lighting+Maintenance+and+Electrical!3m4!1s0x888ccd68166e3ed3:0xb762e3ccc044ccb7!8m2!3d32.4612129!4d-85.01547699999999","https://www.google.com/maps/place/GH+Lighting+Maintenance+and+Electrical/@32.4612129,-85.01547699999999,13.99z/data=!4m16!1m7!3m6!1s0x888ccd68166e3ed3:0xb762e3ccc044ccb7!2sGH+Lighting+Maintenance+and+Electrical!8m2!3d32.4612129!4d-85.01547699999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888ccd68166e3ed3:0xb762e3ccc044ccb7!8m2!3d32.4612129!4d-85.01547699999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh3.googleusercontent.com/-mDi631jiMew/AAAAAAAAAAI/AAAAAAAAAAA/TtitrpWEHOA/s44-p-k-no-ns-nd/photo.jpg,-85.015477,GH Lighting Maintenance and Electrical,Gh Lighting Maintenance And Electrical,,,117043823560629137890,https://www.google.com/maps/contrib/117043823560629137890,GH Lighting Maintenance and Electrical,+1 706-332-6598,,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM7yCTw8rzE4tRvHBbS7XbIfUWKd-mJJ_G4dt3z=w800-h500-k-no,6,ChIJ0z5uFmjNjIgRt8xEwMzjYrc,,"electrician, 36869, Phenix City, AL, US",3.7,18.0,-5.232369348512527e+18,"https://search.google.com/local/reviews?placeid=ChIJ0z5uFmjNjIgRt8xEwMzjYrc&q=electrician,+36869,+Phenix+City,+AL,+US&authuser=0&hl=en&gl=US",6.0,0.0,0.0,0.0,12.0,,,https://lh5.googleusercontent.com/p/AF1QipM7yCTw8rzE4tRvHBbS7XbIfUWKd-mJJ_G4dt3z=w1600-h1000-k-no,"Electrician, Electrical supply store, Service establishment",America/New_York,Electrician,,1,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""1-4PM"", ""Sunday"": ""Closed""}",Monday:8AM-6PM|Tuesday:8AM-6PM|Wednesday:8AM-6PM|Thursday:8AM-6PM|Friday:8AM-6PM|Saturday:1-4PM|Sunday:Closed,#1697e8,#7c7c7c
"{""From the business"": {""Identifies as Latino-owned"": true}, ""Service options"": {""Online estimates"": false, ""Language assistance"": ""English, Spanish""}, ""Other"": {""Identifies as Latino-owned"": true}}",False,http://ramsdeltaelectric.com/,,OPERATIONAL,Electrician,9.624e+18,Decatur,United States of America,US,,,,,"Central Pkwy SW, Decatur, AL 35603",0x8862851a622c55db:0x858f4fcef1115823,8926492a3a3ffff,/g/11ksb932mm,34.5708757,"https://www.google.com/maps/place/Rams+Delta+Electric/@34.5708757,-86.9833568,14z/data=!4m8!1m2!2m1!1sRams+Delta+Electric!3m4!1s0x8862851a622c55db:0x858f4fcef1115823!8m2!3d34.5708757!4d-86.9833568","https://www.google.com/maps/place/Rams+Delta+Electric/@34.5708757,-86.9833568,13.99z/data=!4m16!1m7!3m6!1s0x8862851a622c55db:0x858f4fcef1115823!2sRams+Delta+Electric!8m2!3d34.5708757!4d-86.9833568!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8862851a622c55db:0x858f4fcef1115823!8m2!3d34.5708757!4d-86.9833568!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh5.googleusercontent.com/-nQ84t1gKvtc/AAAAAAAAAAI/AAAAAAAAAAA/2o4S7lI_ZDo/s44-p-k-no-ns-nd/photo.jpg,-86.9833568,Rams Delta Electric,Rams Delta Electric,http://ramsdeltaelectric.com/,"[{""access"": {""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}}]",109781136161305914650,https://www.google.com/maps/contrib/109781136161305914650,Rams Delta Electric,+1 256-227-7421,,mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOiQW4na_Q-aY-_i2Bm_L6VEobN12ZA9C-IHW8d=w800-h500-k-no,26,ChIJ21UsYhqFYogRI1gR8c5Pj4U,35603.0,"electrician, 35601, Decatur, AL, US",4.0,4.0,-8.822745394769209e+18,"https://search.google.com/local/reviews?placeid=ChIJ21UsYhqFYogRI1gR8c5Pj4U&q=electrician,+35601,+Decatur,+AL,+US&authuser=0&hl=en&gl=US",1.0,0.0,0.0,0.0,3.0,Alabama,Central Pkwy SW,https://lh5.googleusercontent.com/p/AF1QipOiQW4na_Q-aY-_i2Bm_L6VEobN12ZA9C-IHW8d=w1600-h1000-k-no,"Electrician, Electrical installation service, Electrical repair shop",America/Chicago,Electrician,Alabama,1,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours|Sunday:Open 24 hours,,
{},False,,,OPERATIONAL,Electrician,1.74116e+19,Athens,United States of America,US,,,,,"304 W Hobbs St, Athens, AL 35611",0x88628b7d642ea03f:0xf1a25bd9bdbadaf0,89264905897ffff,/g/12621p8gy,34.8049116,"https://www.google.com/maps/place/T+R+Electrical+LLC/@34.8049116,-86.9736957,14z/data=!4m8!1m2!2m1!1sT+R+Electrical+LLC!3m4!1s0x88628b7d642ea03f:0xf1a25bd9bdbadaf0!8m2!3d34.8049116!4d-86.9736957","https://www.google.com/maps/place/T+R+Electrical+LLC/@34.8049116,-86.9736957,13.99z/data=!4m16!1m7!3m6!1s0x88628b7d642ea03f:0xf1a25bd9bdbadaf0!2sT+R+Electrical+LLC!8m2!3d34.8049116!4d-86.9736957!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88628b7d642ea03f:0xf1a25bd9bdbadaf0!8m2!3d34.8049116!4d-86.9736957!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",https://lh6.googleusercontent.com/-nr6N_py5fJg/AAAAAAAAAAI/AAAAAAAAAAA/ymAJHku2mZE/s44-p-k-no-ns-nd/photo.jpg,-86.9736957,T R Electrical LLC,T R Electrical,,,102979113883114275221,https://www.google.com/maps/contrib/102979113883114275221,T R Electrical LLC,+1 256-206-5776,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOFW8uv2ET2LwdVqKnx1qHkdJ_3ziLHjhCbpihG=w800-h500-k-no,7,ChIJP6AuZH2LYogR8Nq6vdlbovE,35611.0,"electrician, 35610, Anderson, AL, US",5.0,10.0,-1.0351639735926223e+18,"https://search.google.com/local/reviews?placeid=ChIJP6AuZH2LYogR8Nq6vdlbovE&q=electrician,+35610,+Anderson,+AL,+US&authuser=0&hl=en&gl=US",0.0,0.0,0.0,0.0,10.0,Alabama,304 W Hobbs St,https://lh5.googleusercontent.com/p/AF1QipOFW8uv2ET2LwdVqKnx1qHkdJ_3ziLHjhCbpihG=w1600-h1000-k-no,Electrician,America/Chicago,Electrician,Alabama,1,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-4PM|Tuesday:8AM-4PM|Wednesday:8AM-4PM|Thursday:8AM-4PM|Friday:8AM-4PM|Saturday:Closed|Sunday:Closed,#317fcd,#7a7c88
